"sleepStartTimestampGMT","sleepEndTimestampGMT","calendarDate","sleepWindowConfirmationType","deepSleepSeconds","lightSleepSeconds","remSleepSeconds","awakeSleepSeconds","unmeasurableSeconds","retro"
"2022-05-01T04:55:00.0","2022-05-01T13:09:00.0","2022-05-01","ENHANCED_CONFIRMED_FINAL","3660","17280","8460","240","0","False"
"2022-05-02T03:59:00.0","2022-05-02T12:36:00.0","2022-05-02","ENHANCED_CONFIRMED","4680","18120","7920","300","0","False"
"2022-05-03T03:36:00.0","2022-05-03T13:56:00.0","2022-05-03","ENHANCED_CONFIRMED_FINAL","3900","23040","9480","780","0","False"
"2022-05-04T03:36:00.0","2022-05-04T13:55:00.0","2022-05-04","ENHANCED_CONFIRMED_FINAL","4860","21480","10260","540","0","False"
"2022-05-05T04:47:00.0","2022-05-05T15:20:00.0","2022-05-05","ENHANCED_CONFIRMED_FINAL","4560","24780","7620","1020","0","False"
"2022-05-06T03:49:00.0","2022-05-06T14:30:00.0","2022-05-06","ENHANCED_CONFIRMED_FINAL","6240","18720","10680","2820","0","False"
"2022-05-07T04:21:00.0","2022-05-07T12:34:00.0","2022-05-07","ENHANCED_CONFIRMED","2340","19500","7440","300","0","False"
"2022-05-08T05:56:00.0","2022-05-08T13:49:00.0","2022-05-08","ENHANCED_CONFIRMED","4620","15360","7560","840","0","False"
"2022-05-09T04:10:00.0","2022-05-09T12:08:00.0","2022-05-09","ENHANCED_CONFIRMED","3240","18420","6720","300","0","False"
"2022-05-10T04:22:00.0","2022-05-10T13:35:00.0","2022-05-10","ENHANCED_CONFIRMED_FINAL","3060","21480","8280","360","0","False"
"2022-05-11T03:21:00.0","2022-05-11T13:12:00.0","2022-05-11","ENHANCED_CONFIRMED_FINAL","2040","23340","9120","960","0","False"
"2022-05-12T04:08:00.0","2022-05-12T13:18:00.0","2022-05-12","ENHANCED_CONFIRMED_FINAL","4260","19680","7260","1800","0","False"
"2022-05-13T03:55:00.0","2022-05-13T13:59:00.0","2022-05-13","ENHANCED_CONFIRMED_FINAL","1860","19740","14580","60","0","False"
"2022-05-14T04:04:00.0","2022-05-14T11:59:00.0","2022-05-14","ENHANCED_CONFIRMED","840","20280","5880","1500","0","False"
"2022-05-15T03:01:00.0","2022-05-15T11:37:00.0","2022-05-15","ENHANCED_CONFIRMED","3360","20700","5640","1260","0","False"
"2022-05-16T03:00:00.0","2022-05-16T11:36:00.0","2022-05-16","ENHANCED_CONFIRMED_FINAL","3480","17940","9420","120","0","False"
"2022-05-17T03:17:00.0","2022-05-17T10:47:00.0","2022-05-17","ENHANCED_CONFIRMED","4020","12720","9780","480","0","False"
"2022-05-18T04:34:00.0","2022-05-18T12:49:00.0","2022-05-18","ENHANCED_CONFIRMED_FINAL","4260","15240","8880","1320","0","False"
"2022-05-19T05:04:00.0","2022-05-19T13:48:00.0","2022-05-19","ENHANCED_CONFIRMED_FINAL","4800","19560","6000","1080","0","False"
"2022-05-20T03:13:00.0","2022-05-20T12:04:00.0","2022-05-20","ENHANCED_CONFIRMED_FINAL","4200","18000","9540","120","0","False"
"2022-05-21T02:33:00.0","2022-05-21T11:46:00.0","2022-05-21","ENHANCED_CONFIRMED_FINAL","3540","21720","7140","780","0","False"
"2022-05-22T03:22:00.0","2022-05-22T11:37:00.0","2022-05-22","ENHANCED_CONFIRMED_FINAL","2400","18960","8160","180","0","False"
"2022-05-23T03:13:00.0","2022-05-23T13:00:00.0","2022-05-23","ENHANCED_CONFIRMED_FINAL","1620","23040","10380","180","0","False"
"2022-05-24T02:16:00.0","2022-05-24T13:50:00.0","2022-05-24","ENHANCED_CONFIRMED","4500","25380","7320","4440","0","False"
"2022-05-25T04:11:00.0","2022-05-25T12:44:00.0","2022-05-25","ENHANCED_CONFIRMED_FINAL","3480","18420","8760","120","0","False"
"2022-05-26T04:07:00.0","2022-05-26T12:34:00.0","2022-05-26","ENHANCED_CONFIRMED_FINAL","3420","20040","6600","360","0","False"
"2022-05-27T03:41:00.0","2022-05-27T13:03:00.0","2022-05-27","ENHANCED_CONFIRMED_FINAL","5340","20100","6780","1500","0","False"
"2022-05-28T03:23:00.0","2022-05-28T12:41:00.0","2022-05-28","ENHANCED_CONFIRMED_FINAL","2880","20460","9120","1020","0","False"
"2022-05-29T03:43:00.0","2022-05-29T11:07:00.0","2022-05-29","ENHANCED_CONFIRMED","3360","18840","4020","420","0","False"
"2022-05-30T04:08:00.0","2022-05-30T11:44:00.0","2022-05-30","ENHANCED_CONFIRMED_FINAL","1620","16500","9000","240","0","False"
"2022-05-31T03:31:00.0","2022-05-31T12:19:00.0","2022-05-31","ENHANCED_CONFIRMED_FINAL","1380","24000","6120","180","0","False"
"2022-06-01T03:05:00.0","2022-06-01T11:32:00.0","2022-06-01","ENHANCED_CONFIRMED_FINAL","2400","18720","8940","360","0","False"
"2022-06-02T04:18:00.0","2022-06-02T13:33:00.0","2022-06-02","ENHANCED_CONFIRMED_FINAL","3900","20220","7980","1200","0","False"
"2022-06-03T04:11:00.0","2022-06-03T14:36:00.0","2022-06-03","ENHANCED_CONFIRMED","2580","24180","8580","720","1440","False"
"2022-06-04T03:48:00.0","2022-06-04T11:58:00.0","2022-06-04","ENHANCED_CONFIRMED_FINAL","3600","17640","7920","240","0","False"
"2022-06-05T04:09:00.0","2022-06-05T13:08:00.0","2022-06-05","ENHANCED_CONFIRMED_FINAL","1440","20580","9780","540","0","False"
"2022-06-06T03:12:00.0","2022-06-06T12:13:00.0","2022-06-06","ENHANCED_CONFIRMED_FINAL","3000","21180","7920","360","0","False"
"2022-06-07T04:04:00.0","2022-06-07T12:12:00.0","2022-06-07","ENHANCED_CONFIRMED_FINAL","5400","14340","9120","420","0","False"
"2022-06-08T02:30:00.0","2022-06-08T12:45:00.0","2022-06-08","ENHANCED_CONFIRMED_FINAL","2580","24900","7560","1860","0","False"
"2022-06-09T03:41:00.0","2022-06-09T12:15:00.0","2022-06-09","ENHANCED_CONFIRMED_FINAL","4500","16200","9960","180","0","False"
"2022-06-10T04:02:00.0","2022-06-10T13:22:00.0","2022-06-10","ENHANCED_CONFIRMED_FINAL","2520","19500","11280","300","0","False"
"2022-06-11T04:19:00.0","2022-06-11T14:07:00.0","2022-06-11","ENHANCED_CONFIRMED","1320","22380","10980","600","0","False"
"2022-06-12T03:47:00.0","2022-06-12T13:22:00.0","2022-06-12","ENHANCED_CONFIRMED_FINAL","2520","20880","10560","540","0","False"
"2022-06-13T04:02:00.0","2022-06-13T12:48:00.0","2022-06-13","ENHANCED_CONFIRMED","1500","20880","9000","180","0","False"
"2022-06-14T03:27:00.0","2022-06-14T12:06:00.0","2022-06-14","ENHANCED_CONFIRMED_FINAL","3240","17460","10320","120","0","False"
"2022-06-15T03:33:00.0","2022-06-15T11:45:00.0","2022-06-15","ENHANCED_CONFIRMED_FINAL","1560","18060","8940","960","0","False"
"2022-06-16T02:59:00.0","2022-06-16T12:11:00.0","2022-06-16","ENHANCED_CONFIRMED_FINAL","4560","22680","4020","1860","0","False"
"2022-06-17T04:05:00.0","2022-06-17T13:32:00.0","2022-06-17","ENHANCED_CONFIRMED_FINAL","2820","22740","7140","1320","0","False"
"2022-06-18T02:37:00.0","2022-06-18T10:03:00.0","2022-06-18","ENHANCED_CONFIRMED_FINAL","2580","18540","5160","480","0","False"
"2022-06-19T03:14:00.0","2022-06-19T13:36:00.0","2022-06-19","ENHANCED_CONFIRMED_FINAL","2160","22740","11760","660","0","False"
"2022-06-20T03:13:00.0","2022-06-20T12:26:00.0","2022-06-20","ENHANCED_CONFIRMED_FINAL","2100","21180","9240","660","0","False"
"2022-06-21T02:53:00.0","2022-06-21T12:14:00.0","2022-06-21","ENHANCED_CONFIRMED_FINAL","3120","23280","7080","180","0","False"
"2022-06-22T03:23:00.0","2022-06-22T12:43:00.0","2022-06-22","ENHANCED_CONFIRMED_FINAL","1320","21900","8460","1920","0","False"
"2022-06-23T03:30:00.0","2022-06-23T12:40:00.0","2022-06-23","ENHANCED_CONFIRMED_FINAL","1260","22860","8760","120","0","False"
"2022-06-24T03:38:00.0","2022-06-24T11:30:00.0","2022-06-24","ENHANCED_CONFIRMED","1800","16140","9780","600","0","False"
"2022-06-25T04:31:00.0","2022-06-25T13:33:00.0","2022-06-25","ENHANCED_CONFIRMED_FINAL","2880","19020","10260","360","0","False"
"2022-06-26T05:15:00.0","2022-06-26T14:07:00.0","2022-06-26","ENHANCED_CONFIRMED_FINAL","2340","19320","9960","300","0","False"
"2022-06-27T04:10:00.0","2022-06-27T12:30:00.0","2022-06-27","ENHANCED_CONFIRMED_FINAL","3480","18000","8100","420","0","False"
"2022-06-28T03:44:00.0","2022-06-28T12:57:00.0","2022-06-28","ENHANCED_CONFIRMED_FINAL","2880","20580","8940","780","0","False"
"2022-06-29T03:53:00.0","2022-06-29T12:17:00.0","2022-06-29","ENHANCED_CONFIRMED_FINAL","2100","17640","10200","300","0","False"
"2022-06-30T04:21:00.0","2022-06-30T12:59:00.0","2022-06-30","ENHANCED_CONFIRMED","2340","15300","13020","420","0","False"
"2022-07-01T03:38:00.0","2022-07-01T12:31:00.0","2022-07-01","OFF_WRIST","0","0","","0","0","False"
"2022-07-02T03:22:00.0","2022-07-02T12:20:00.0","2022-07-02","ENHANCED_CONFIRMED_FINAL","6180","17460","8400","240","0","False"
"2022-07-03T03:12:00.0","2022-07-03T13:22:00.0","2022-07-03","ENHANCED_CONFIRMED_FINAL","1560","23880","10320","840","0","False"
"2022-07-04T04:00:00.0","2022-07-04T11:08:00.0","2022-07-04","ENHANCED_CONFIRMED_FINAL","3000","15720","6900","60","0","False"
"2022-07-05T04:45:00.0","2022-07-05T12:46:00.0","2022-07-05","ENHANCED_CONFIRMED_FINAL","4680","14940","8880","360","0","False"
"2022-07-06T03:31:00.0","2022-07-06T11:08:00.0","2022-07-06","ENHANCED_CONFIRMED","3120","17340","6120","840","0","False"
"2022-07-07T03:21:00.0","2022-07-07T12:40:00.0","2022-07-07","ENHANCED_CONFIRMED_FINAL","3420","19980","9960","180","0","False"
"2022-07-08T03:28:00.0","2022-07-08T13:28:00.0","2022-07-08","ENHANCED_CONFIRMED_FINAL","3240","22260","10020","480","0","False"
"2022-07-09T03:54:00.0","2022-07-09T12:29:00.0","2022-07-09","ENHANCED_CONFIRMED_FINAL","3720","16680","9540","960","0","False"
"2022-07-10T03:28:00.0","2022-07-10T13:55:00.0","2022-07-10","ENHANCED_CONFIRMED_FINAL","1620","21240","12900","1860","0","False"
"2022-07-11T03:44:00.0","2022-07-11T12:24:00.0","2022-07-11","ENHANCED_CONFIRMED_FINAL","1740","21720","7500","240","0","False"
"2022-07-12T04:05:00.0","2022-07-12T13:02:00.0","2022-07-12","ENHANCED_CONFIRMED_FINAL","3720","17340","10980","180","0","False"
"2022-07-13T03:57:00.0","2022-07-13T11:10:00.0","2022-07-13","ENHANCED_CONFIRMED_FINAL","3660","14460","7560","300","0","False"
"2022-07-14T04:13:00.0","2022-07-14T13:33:00.0","2022-07-14","ENHANCED_CONFIRMED","4440","21420","6900","840","0","False"
"2022-07-15T03:36:00.0","2022-07-15T12:00:00.0","2022-07-15","ENHANCED_CONFIRMED_FINAL","5940","16320","7380","600","0","False"
"2022-07-16T03:55:00.0","2022-07-16T11:20:00.0","2022-07-16","ENHANCED_CONFIRMED_FINAL","4620","14100","7740","240","0","False"
"2022-07-17T03:59:00.0","2022-07-17T11:29:00.0","2022-07-17","ENHANCED_CONFIRMED_FINAL","0","15360","10380","1260","0","False"
"2022-07-18T02:00:00.0","2022-07-18T12:24:00.0","2022-07-18","ENHANCED_CONFIRMED_FINAL","4860","19860","12180","540","0","False"
"2022-07-19T04:15:00.0","2022-07-19T12:17:00.0","2022-07-19","ENHANCED_CONFIRMED_FINAL","2400","17640","8700","180","0","False"
"2022-07-20T03:44:00.0","2022-07-20T11:07:00.0","2022-07-20","ENHANCED_CONFIRMED_FINAL","4560","15360","6540","120","0","False"
"2022-07-21T03:44:00.0","2022-07-21T12:06:00.0","2022-07-21","ENHANCED_CONFIRMED","3960","18120","5760","360","1920","False"
"2022-07-22T03:53:00.0","2022-07-22T11:11:00.0","2022-07-22","ENHANCED_CONFIRMED_FINAL","1320","17700","7020","240","0","False"
"2022-07-23T04:49:00.0","2022-07-23T13:08:00.0","2022-07-23","ENHANCED_CONFIRMED_FINAL","2880","19260","7320","480","0","False"
"2022-07-24T03:34:00.0","2022-07-24T13:21:00.0","2022-07-24","ENHANCED_CONFIRMED_FINAL","4860","20280","8880","1200","0","False"
"2022-07-25T04:04:00.0","2022-07-25T12:52:00.0","2022-07-25","ENHANCED_CONFIRMED_FINAL","1260","21180","8820","420","0","False"
"2022-07-26T03:53:00.0","2022-07-26T12:57:00.0","2022-07-26","ENHANCED_CONFIRMED_FINAL","4860","16560","11160","60","0","False"
"2022-07-27T03:31:00.0","2022-07-27T12:32:00.0","2022-07-27","ENHANCED_CONFIRMED_FINAL","3600","21240","6660","960","0","False"
