"sleepStartTimestampGMT","sleepEndTimestampGMT","calendarDate","sleepWindowConfirmationType","deepSleepSeconds","lightSleepSeconds","remSleepSeconds","awakeSleepSeconds","unmeasurableSeconds","retro"
"2021-08-09T02:03:00.0","2021-08-09T15:26:00.0","2021-08-09","OFF_WRIST","0","0","","0","0","False"
"2021-08-19T03:00:00.0","2021-08-19T12:00:00.0","2021-08-19","UNCONFIRMED","","","","","","False"
"2021-08-20T03:53:00.0","2021-08-20T12:33:00.0","2021-08-20","ENHANCED_CONFIRMED_FINAL","2460","19680","8940","120","0","False"
"2021-08-21T03:05:00.0","2021-08-21T12:18:00.0","2021-08-21","ENHANCED_CONFIRMED","2340","23100","7260","480","0","False"
"2021-08-22T04:28:00.0","2021-08-22T12:18:00.0","2021-08-22","ENHANCED_CONFIRMED","1260","18660","7140","1140","0","False"
"2021-08-23T04:18:00.0","2021-08-23T11:42:00.0","2021-08-23","ENHANCED_CONFIRMED_FINAL","3180","17520","5820","120","0","False"
"2021-08-24T04:46:00.0","2021-08-24T12:06:00.0","2021-08-24","ENHANCED_CONFIRMED_FINAL","1980","15900","8460","60","0","False"
"2021-08-25T04:23:00.0","2021-08-25T12:45:00.0","2021-08-25","ENHANCED_CONFIRMED_FINAL","2520","20520","6780","300","0","False"
"2021-08-26T04:18:00.0","2021-08-26T12:31:00.0","2021-08-26","ENHANCED_CONFIRMED_FINAL","3960","19020","6120","480","0","False"
"2021-08-27T04:27:00.0","2021-08-27T13:22:00.0","2021-08-27","ENHANCED_CONFIRMED_FINAL","3120","20580","8340","60","0","False"
"2021-08-28T05:15:00.0","2021-08-28T12:22:00.0","2021-08-28","ENHANCED_CONFIRMED_FINAL","2040","16140","7080","360","0","False"
"2021-08-29T03:25:00.0","2021-08-29T13:26:00.0","2021-08-29","ENHANCED_CONFIRMED_FINAL","4980","21000","9960","120","0","False"
"2021-08-30T04:12:00.0","2021-08-30T12:31:00.0","2021-08-30","ENHANCED_CONFIRMED_FINAL","3900","17160","8760","120","0","False"
"2021-08-31T04:32:00.0","2021-08-31T12:28:00.0","2021-08-31","ENHANCED_CONFIRMED_FINAL","2700","19500","5820","540","0","False"
"2021-09-01T04:21:00.0","2021-09-01T12:29:00.0","2021-09-01","ENHANCED_CONFIRMED_FINAL","2340","21180","5220","540","0","False"
"2021-09-02T04:49:00.0","2021-09-02T13:21:00.0","2021-09-02","ENHANCED_CONFIRMED_FINAL","3720","16680","10260","60","0","False"
"2021-09-03T04:30:00.0","2021-09-03T12:40:00.0","2021-09-03","ENHANCED_CONFIRMED_FINAL","2700","17340","8880","480","0","False"
"2021-09-04T03:44:00.0","2021-09-04T13:31:00.0","2021-09-04","ENHANCED_CONFIRMED_FINAL","2760","24480","7560","420","0","False"
"2021-09-05T04:15:00.0","2021-09-05T13:09:00.0","2021-09-05","ENHANCED_CONFIRMED","4680","22140","4740","480","0","False"
"2021-09-06T04:52:00.0","2021-09-06T14:31:00.0","2021-09-06","ENHANCED_CONFIRMED_FINAL","2820","22200","9660","60","0","False"
"2021-09-07T04:32:00.0","2021-09-07T12:30:00.0","2021-09-07","ENHANCED_CONFIRMED_FINAL","0","20220","8400","60","0","False"
"2021-09-08T04:55:00.0","2021-09-08T12:59:00.0","2021-09-08","ENHANCED_CONFIRMED_FINAL","2280","17100","9480","180","0","False"
"2021-09-09T03:52:00.0","2021-09-09T11:21:00.0","2021-09-09","ENHANCED_CONFIRMED","2040","17940","6360","600","0","False"
"2021-09-10T04:20:00.0","2021-09-10T12:32:00.0","2021-09-10","ENHANCED_CONFIRMED_FINAL","3060","20460","5760","240","0","False"
"2021-09-11T04:01:00.0","2021-09-11T13:11:00.0","2021-09-11","ENHANCED_CONFIRMED","2700","20040","9600","660","0","False"
"2021-09-12T04:09:00.0","2021-09-12T14:09:00.0","2021-09-12","ENHANCED_CONFIRMED_FINAL","3300","24720","7740","240","0","False"
"2021-09-13T03:45:00.0","2021-09-13T12:50:00.0","2021-09-13","ENHANCED_CONFIRMED_FINAL","0","22140","10500","60","0","False"
"2021-09-14T03:17:00.0","2021-09-14T12:03:00.0","2021-09-14","ENHANCED_CONFIRMED_FINAL","4140","15120","11100","1200","0","False"
"2021-09-15T04:35:00.0","2021-09-15T12:35:00.0","2021-09-15","ENHANCED_CONFIRMED_FINAL","2580","17340","8760","120","0","False"
"2021-09-16T04:26:00.0","2021-09-16T12:41:00.0","2021-09-16","ENHANCED_CONFIRMED_FINAL","2880","17760","8880","180","0","False"
"2021-09-17T04:18:00.0","2021-09-17T12:08:00.0","2021-09-17","ENHANCED_CONFIRMED_FINAL","3600","16380","8160","60","0","False"
"2021-09-18T03:48:00.0","2021-09-18T12:51:00.0","2021-09-18","ENHANCED_CONFIRMED_FINAL","4620","17220","10680","60","0","False"
"2021-09-19T04:11:00.0","2021-09-19T13:28:00.0","2021-09-19","ENHANCED_CONFIRMED_FINAL","4080","22500","6780","60","0","False"
"2021-09-20T03:02:00.0","2021-09-20T12:28:00.0","2021-09-20","ENHANCED_CONFIRMED_FINAL","1680","23280","8100","900","0","False"
"2021-09-21T03:29:00.0","2021-09-21T12:08:00.0","2021-09-21","ENHANCED_CONFIRMED_FINAL","1440","22620","6720","360","0","False"
"2021-09-22T04:35:00.0","2021-09-22T12:10:00.0","2021-09-22","ENHANCED_CONFIRMED_FINAL","5520","16080","5640","60","0","False"
"2021-09-23T04:16:00.0","2021-09-23T12:39:00.0","2021-09-23","ENHANCED_CONFIRMED_FINAL","3600","19800","6720","60","0","False"
"2021-09-24T04:20:00.0","2021-09-24T13:53:00.0","2021-09-24","ENHANCED_CONFIRMED","2580","21600","9840","360","0","False"
"2021-09-25T01:21:00.0","2021-09-25T13:14:00.0","2021-09-25","ENHANCED_CONFIRMED","2520","26700","12000","1560","0","False"
"2021-09-26T02:16:00.0","2021-09-26T13:36:00.0","2021-09-26","ENHANCED_CONFIRMED","2100","22920","13800","1980","0","False"
"2021-09-27T03:51:00.0","2021-09-27T13:33:00.0","2021-09-27","ENHANCED_CONFIRMED_FINAL","2280","24000","7800","840","0","False"
"2021-09-28T05:29:00.0","2021-09-28T14:16:00.0","2021-09-28","ENHANCED_CONFIRMED_FINAL","3660","18300","9600","60","0","False"
"2021-09-29T04:38:00.0","2021-09-29T12:43:00.0","2021-09-29","ENHANCED_CONFIRMED_FINAL","3240","17580","8040","240","0","False"
"2021-09-30T04:25:00.0","2021-09-30T12:10:00.0","2021-09-30","ENHANCED_CONFIRMED_FINAL","3720","17280","6780","120","0","False"
