"sleepStartTimestampGMT","sleepEndTimestampGMT","calendarDate","sleepWindowConfirmationType","deepSleepSeconds","lightSleepSeconds","remSleepSeconds","awakeSleepSeconds","unmeasurableSeconds","retro"
"2021-11-21T03:30:00.0","2021-11-21T14:08:00.0","2021-11-21","ENHANCED_CONFIRMED_FINAL","2880","23400","11640","360","0","False"
"2021-11-22T04:18:00.0","2021-11-22T13:40:00.0","2021-11-22","ENHANCED_CONFIRMED","5460","18420","9000","840","0","False"
"2021-11-23T04:42:00.0","2021-11-23T12:48:00.0","2021-11-23","ENHANCED_CONFIRMED_FINAL","4560","17640","6780","180","0","False"
"2021-11-24T03:51:00.0","2021-11-24T12:48:00.0","2021-11-24","ENHANCED_CONFIRMED","3420","19500","8760","540","0","False"
"2021-11-25T04:57:00.0","2021-11-25T13:36:00.0","2021-11-25","ENHANCED_CONFIRMED_FINAL","2760","18240","9780","360","0","False"
"2021-11-26T05:24:00.0","2021-11-26T14:02:00.0","2021-11-26","ENHANCED_CONFIRMED","4320","20100","6360","300","0","False"
"2021-11-27T04:03:00.0","2021-11-27T14:56:00.0","2021-11-27","ENHANCED_CONFIRMED","3780","22560","12540","300","0","False"
"2021-11-28T05:20:00.0","2021-11-28T14:30:00.0","2021-11-28","ENHANCED_CONFIRMED_FINAL","3120","16440","13380","60","0","False"
"2021-11-29T05:53:00.0","2021-11-29T13:19:00.0","2021-11-29","ENHANCED_CONFIRMED","2460","15300","9000","0","0","False"
"2021-11-30T05:14:00.0","2021-11-30T13:23:00.0","2021-11-30","ENHANCED_CONFIRMED_FINAL","3360","16200","9000","780","0","False"
"2021-12-01T05:49:00.0","2021-12-01T13:39:00.0","2021-12-01","ENHANCED_CONFIRMED_FINAL","4140","16920","6960","180","0","False"
"2021-12-02T04:13:00.0","2021-12-02T13:17:00.0","2021-12-02","ENHANCED_CONFIRMED_FINAL","2160","19140","10800","540","0","False"
"2021-12-03T05:22:00.0","2021-12-03T13:51:00.0","2021-12-03","ENHANCED_CONFIRMED_FINAL","4500","18420","7500","120","0","False"
"2021-12-04T04:35:00.0","2021-12-04T13:38:00.0","2021-12-04","ENHANCED_CONFIRMED_FINAL","2340","20340","9780","120","0","False"
"2021-12-05T04:43:00.0","2021-12-05T15:41:00.0","2021-12-05","ENHANCED_CONFIRMED","1200","26040","11880","360","0","False"
"2021-12-06T05:01:00.0","2021-12-06T13:16:00.0","2021-12-06","ENHANCED_CONFIRMED_FINAL","3180","18180","8220","120","0","False"
"2021-12-07T04:47:00.0","2021-12-07T13:22:00.0","2021-12-07","ENHANCED_CONFIRMED_FINAL","4440","16440","9960","60","0","False"
"2021-12-08T04:36:00.0","2021-12-08T13:33:00.0","2021-12-08","ENHANCED_CONFIRMED_FINAL","2460","17460","12120","180","0","False"
"2021-12-09T04:37:00.0","2021-12-09T13:28:00.0","2021-12-09","ENHANCED_CONFIRMED","3060","17940","10680","180","0","False"
"2021-12-10T05:34:00.0","2021-12-10T13:17:00.0","2021-12-10","ENHANCED_CONFIRMED_FINAL","3720","14940","8700","420","0","False"
"2021-12-11T04:10:00.0","2021-12-11T15:10:00.0","2021-12-11","ENHANCED_CONFIRMED","7140","21840","9900","720","0","False"
"2021-12-12T05:39:00.0","2021-12-12T14:34:00.0","2021-12-12","ENHANCED_CONFIRMED_FINAL","3780","19740","7800","780","0","False"
"2021-12-13T05:20:00.0","2021-12-13T13:23:00.0","2021-12-13","ENHANCED_CONFIRMED_FINAL","960","17520","10440","60","0","False"
"2021-12-14T04:41:00.0","2021-12-14T13:26:00.0","2021-12-14","ENHANCED_CONFIRMED_FINAL","4140","17880","9180","300","0","False"
"2021-12-15T04:03:00.0","2021-12-15T13:29:00.0","2021-12-15","ENHANCED_CONFIRMED_FINAL","5220","19140","9300","300","0","False"
"2021-12-16T05:31:00.0","2021-12-16T13:28:00.0","2021-12-16","ENHANCED_CONFIRMED_FINAL","2820","17460","7620","720","0","False"
"2021-12-17T05:10:00.0","2021-12-17T13:39:00.0","2021-12-17","ENHANCED_CONFIRMED","2580","19800","8100","60","0","False"
"2021-12-18T04:21:00.0","2021-12-18T15:12:00.0","2021-12-18","ENHANCED_CONFIRMED","2040","25800","10200","1020","0","False"
"2021-12-19T05:01:00.0","2021-12-19T15:24:00.0","2021-12-19","ENHANCED_CONFIRMED_FINAL","3300","21120","12540","420","0","False"
"2021-12-20T05:16:00.0","2021-12-20T13:26:00.0","2021-12-20","ENHANCED_CONFIRMED_FINAL","3360","17640","8280","120","0","False"
"2021-12-21T05:18:00.0","2021-12-21T14:08:00.0","2021-12-21","ENHANCED_CONFIRMED_FINAL","4140","17700","9840","120","0","False"
"2021-12-22T03:17:00.0","2021-12-22T13:22:00.0","2021-12-22","ENHANCED_CONFIRMED_FINAL","1500","26460","7500","840","0","False"
"2021-12-23T03:52:00.0","2021-12-23T13:34:00.0","2021-12-23","ENHANCED_CONFIRMED","960","26520","7140","300","0","False"
"2021-12-24T04:04:00.0","2021-12-24T13:23:00.0","2021-12-24","ENHANCED_CONFIRMED_FINAL","2580","20460","10200","300","0","False"
"2021-12-25T04:35:00.0","2021-12-25T13:13:00.0","2021-12-25","ENHANCED_CONFIRMED_FINAL","4140","18900","7800","240","0","False"
"2021-12-26T03:21:00.0","2021-12-26T10:44:00.0","2021-12-26","ENHANCED_CONFIRMED_FINAL","1200","19500","5760","120","0","False"
"2021-12-27T04:36:00.0","2021-12-27T13:17:00.0","2021-12-27","ENHANCED_CONFIRMED","3600","17460","10020","180","0","False"
"2021-12-28T05:19:00.0","2021-12-28T13:05:00.0","2021-12-28","ENHANCED_CONFIRMED","2460","19020","6180","300","0","False"
"2021-12-29T04:14:00.0","2021-12-29T13:28:00.0","2021-12-29","ENHANCED_CONFIRMED","2880","19860","10260","240","0","False"
"2021-12-30T05:41:00.0","2021-12-30T13:06:00.0","2021-12-30","ENHANCED_CONFIRMED","3060","16320","7140","180","0","False"
"2021-12-31T06:01:00.0","2021-12-31T13:49:00.0","2021-12-31","ENHANCED_CONFIRMED","3780","16740","7380","180","0","False"
"2022-01-01T07:42:00.0","2022-01-01T16:13:00.0","2022-01-01","ENHANCED_CONFIRMED","4860","17220","7800","780","0","False"
"2022-01-02T05:12:00.0","2022-01-02T14:33:00.0","2022-01-02","ENHANCED_CONFIRMED","5160","18540","9600","360","0","False"
"2022-01-03T05:08:00.0","2022-01-03T15:49:00.0","2022-01-03","ENHANCED_CONFIRMED","2520","23040","12780","120","0","False"
"2022-01-04T05:14:00.0","2022-01-04T13:24:00.0","2022-01-04","ENHANCED_CONFIRMED_FINAL","5580","13500","9240","1080","0","False"
"2022-01-05T04:53:00.0","2022-01-05T14:06:00.0","2022-01-05","ENHANCED_CONFIRMED_FINAL","2940","23460","6000","780","0","False"
"2022-01-06T04:56:00.0","2022-01-06T13:15:00.0","2022-01-06","ENHANCED_CONFIRMED_FINAL","5640","17940","6360","0","0","False"
"2022-01-07T02:52:00.0","2022-01-07T14:16:00.0","2022-01-07","OFF_WRIST","0","0","","0","0","False"
"2022-01-08T05:04:00.0","2022-01-08T13:53:00.0","2022-01-08","ENHANCED_CONFIRMED","4560","19740","7200","240","0","False"
