"","achievement_count","athlete_count","average_cadence","average_heartrate","average_speed","average_temp","comment_count","distance","elapsed_time","elev_high","elev_low","id","kudos_count","max_heartrate","max_speed","moving_time","name","pr_count","sport_type","start_date","suffer_score","total_elevation_gain"
"203",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6680299869,0,NA,0,7200,"MWC!","0","RockClimbing","2022-02-14T00:00:00Z",NA,0
"204",0,1,"51.8","97.3",4.3524,"14",0,3.2863,3628,623.6,602.4,6667644653,3,"116",7.9848,2719,"Lunch Activity","0","NordicSki","2022-02-11T18:28:29Z","5",24
"205",0,1,"81.3","156.8",11.0016,"19",2,2.9579,974,446.6,436,6658452138,4,"181",13.6152,968,"Testing out the new Altras","0","Run","2022-02-09T22:22:06Z","16",15
"206",0,1,NA,"97.5",0,"23",0,0,3245,445.4,319.8,6653610173,0,"142",0,3245,"Evening Activity","0","Workout","2022-02-09T00:03:14Z","6",0
"207",2,1,"84.5","167.6",11.412,"17",0,10.9146,3625,314.2,289.6,6642034839,6,"193",26.9172,3443,"Lunch Run","1","Run","2022-02-06T17:45:45Z","97",61
"208",0,1,NA,NA,0,NA,0,0,10800,NA,NA,6637492204,0,NA,0,10800,"Afternoon Activity","0","RockClimbing","2022-02-05T20:00:00Z",NA,0
"209",3,2,"83.8","149.5",10.0152,"14",0,8.1747,3055,280.6,267.8,6632292890,4,"169",13.3776,2938,"Evening Run","1","Run","2022-02-05T00:04:39Z","31",31
"210",0,1,NA,"72.7",0,"25",0,0,3167,NA,NA,6628236103,0,"101",0,3167,"Evening Activity","0","Yoga","2022-02-04T02:06:20Z","3",0
"211",0,1,NA,"83.2",0,"24",0,0,3373,273.2,273.2,6617844051,0,"119",0,3373,"Evening Activity","0","Workout","2022-02-02T00:00:40Z","5",0
"212",0,1,"84","158.4",11.052,"13",0,8.0455,2683,304.4,269.2,6612390656,4,"183",15.2892,2621,"Afternoon Run","0","Run","2022-01-31T23:24:16Z","49",46
"213",0,4,"50.1","101.9",5.8356,"20",0,7.9737,6233,573.6,470.8,6607007064,1,"152",22.2264,4919,"Lunch Activity","0","NordicSki","2022-01-30T17:30:45Z","11",180
"214",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6612412693,1,NA,0,7200,"Afternoon Activity","0","RockClimbing","2022-01-29T19:00:00Z",NA,0
"215",4,1,"83.9","155",11.1708,"2",0,7.733,2546,373.6,338.2,6596333969,2,"179",15.444,2492,"Afternoon Run","0","Run","2022-01-28T21:19:22Z","38",89
"216",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6612414031,1,NA,0,7200,"Evening Activity","0","RockClimbing","2022-01-28T01:00:00Z",NA,0
"217",0,1,NA,"61.9",0,"27",0,0,2887,NA,NA,6587421009,1,"91",0,2887,"Afternoon Activity","0","Yoga","2022-01-26T23:42:23Z","2",0
"218",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6566186794,1,NA,0,7200,"Afternoon Activity","0","RockClimbing","2022-01-22T19:00:00Z",NA,0
"219",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6566186030,2,NA,0,7200,"Evening Activity","0","RockClimbing","2022-01-21T01:00:00Z",NA,0
"220",0,1,"53.2","98.6",3.816,"19",1,1.5489,1773,261.4,256.2,6550968889,5,"120",6.12,1461,"Second skate of the year ","0","IceSkate","2022-01-19T22:20:20Z","3",5.8
"221",0,1,NA,"81.3",0,"24",0,0,3436,296.6,296.6,6546225795,0,"132",0,3436,"Evening Activity","0","Workout","2022-01-19T00:03:56Z","5",0
"222",1,1,"84.9","163.7",11.5416,"17",0,7.034,2236,283.8,266.6,6540509611,3,"200",14.85,2194,"Afternoon Run","0","Run","2022-01-17T22:36:08Z","52",23
"223",11,2,"48.1","99.9",6.462,"22",0,6.6561,4375,386.6,338.2,6536064461,9,"149",24.2568,3708,"Evening Activity","5","NordicSki","2022-01-17T00:18:24Z","8",122
"224",0,1,NA,"98",0,"19",0,0,3749,270.4,270.4,6534566290,1,"121",0,3749,"Morning Activity","0","IceSkate","2022-01-16T16:46:29Z","7",0
"225",0,1,NA,"75.2",0,"26",0,0,1597,NA,NA,6524645130,0,"102",0,1597,"Evening Activity","0","Yoga","2022-01-15T01:24:20Z","1",0
"226",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6523010122,0,NA,0,7200,"Evening Activity","0","RockClimbing","2022-01-14T01:00:00Z",NA,0
"227",0,1,NA,NA,0,NA,0,0,3600,NA,NA,6515164094,0,NA,0,3600,"Evening Activity","0","RockClimbing","2022-01-13T01:00:00Z",NA,0
"228",0,1,"46.6","106.6",5.6988,"24",0,4.2971,3165,307.4,289.8,6514540431,5,"152",22.4784,2715,"Afternoon Activity","0","NordicSki","2022-01-12T22:40:15Z","6",25
"229",0,1,NA,"89.1",0,"23",0,0,2283,511.4,507.4,6509924032,1,"141",0,2283,"Strength Training at Summit","0","Workout","2022-01-12T00:13:31Z","4",0
"230",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6499760535,1,NA,0,7200,"MWC","0","RockClimbing","2022-01-10T00:00:54Z",NA,0
"231",0,1,NA,"69.5",0,"24",0,0,2843,NA,NA,6498179887,0,"96",0,2843,"Lunch Activity","0","Yoga","2022-01-09T17:09:47Z","3",0
"232",0,1,NA,"76.1",0,"24",0,0,3343,482.4,477.2,6474327826,0,"133",0,3343,"Strength Training at Summit","0","Workout","2022-01-05T00:02:32Z","4",0
"233",2,1,"48.9","96.1",6.3072,"17",0,4.7023,3665,540.6,516,6468866533,5,"146",21.5568,2684,"First ski of the year! ","0","NordicSki","2022-01-03T21:50:37Z","5",66
"234",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6477562243,0,NA,0,5400,"NYE climbing","0","RockClimbing","2022-01-01T01:00:00Z",NA,0
"235",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6444905200,0,NA,0,5400,"Evening Activity","0","RockClimbing","2021-12-30T00:30:00Z",NA,0
"236",0,1,NA,"68.1",0,"23",0,0,3573,485.4,485.4,6440446944,0,"117",0,3573,"Strength Training at Summit","0","Workout","2021-12-29T00:04:23Z","3",0
"237",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6436094052,2,NA,0,5400,"Kilter","0","RockClimbing","2021-12-28T01:00:00Z",NA,0
"238",6,1,"84","167.3",12.6756,"21",0,5.197,1509,226.4,214.4,6426772915,2,"187",54.8136,1476,"Afternoon Run","5","Run","2021-12-25T20:05:27Z","40",17
"239",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6436093467,0,NA,0,7200,"Earth Treks Crystal City","0","RockClimbing","2021-12-21T20:00:00Z",NA,0
"240",0,1,NA,NA,0,NA,0,0,9000,NA,NA,6436094882,0,NA,0,9000,"Kilter with Logan","0","RockClimbing","2021-12-21T00:30:00Z",NA,0
"241",0,1,NA,NA,0,NA,0,0,9000,NA,NA,6396563916,0,NA,0,9000,"Evening Activity","0","RockClimbing","2021-12-17T01:30:00Z",NA,0
"242",0,1,NA,"72.4",0,"23",0,0,3236,457.2,457.2,6385130404,0,"122",0,3236,"Strength Training at Summit","0","Workout","2021-12-15T00:04:59Z","3",0
"243",0,1,NA,NA,0,NA,0,0,10800,NA,NA,6377340635,1,NA,0,10800,"MWC! ","0","RockClimbing","2021-12-13T00:00:00Z",NA,0
"244",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6361055954,0,NA,0,5400,"Evening Activity","0","RockClimbing","2021-12-09T00:26:56Z",NA,0
"245",0,1,NA,"75",0,"24",0,0,3441,375.8,375.8,6356848181,0,"130",0,3441,"Strength Training at Summit","0","Workout","2021-12-08T00:05:16Z","4",0
"246",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6352814665,2,NA,0,5400,"Quick kilter ","0","RockClimbing","2021-12-07T00:45:00Z",NA,0
"247",0,1,NA,NA,0,NA,0,0,10800,NA,NA,6347199213,2,NA,0,10800,"Boulders comp ","0","RockClimbing","2021-12-04T18:00:00Z",NA,0
"248",0,1,NA,"131",20.9916,"20",0,9.294,1656,357.2,350.4,6343097507,0,"160",28.5912,1594,"Lunch Ride","0","Ride","2021-12-04T17:01:36Z","7",10
"249",0,1,NA,"81",0,"23",0,0,3249,378.6,375.2,6328098075,1,"134",0,3249,"Strength Training at Summit","0","Workout","2021-12-01T00:05:36Z","4",0
"250",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6331660340,0,NA,0,7200,"Kilter","0","RockClimbing","2021-11-30T00:30:00Z",NA,0
"251",2,1,"86.4","152.8",11.9304,"13",0,10.2554,3184,385,356.6,6319121970,2,"165",24.84,3095,"Lunch Run","0","Run","2021-11-28T18:44:47Z","42",51
"252",0,1,NA,"74.4",0,"27",0,0,1804,NA,NA,6318738809,0,"109",0,1804,"Back to yoga ","0","Yoga","2021-11-28T17:14:51Z","2",0
"253",0,1,NA,"130.5",18.4104,"19",0,7.5181,1502,372.8,364.8,6318738747,1,"154",23.7744,1470,"Afternoon Ride","0","Ride","2021-11-27T23:17:32Z","6",10
"254",0,1,NA,NA,0,NA,0,0,10800,NA,NA,6315146551,1,NA,0,10800,"Climb and campus board ","0","RockClimbing","2021-11-27T20:00:00Z",NA,0
"255",0,1,NA,"119.1",20.3256,"21",0,7.6219,1377,384,304.4,6318738751,1,"145",37.0728,1350,"Afternoon Ride","0","Ride","2021-11-27T19:42:17Z","4",8
"256",2,1,"87","168.3",11.97,"12",0,7.299,2204,309.6,289.8,6307318985,4,"187",18.2664,2195,"Lunch Run","0","Run","2021-11-25T18:10:01Z","67",33
"257",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6303802133,1,NA,0,7200,"Evening Activity","0","RockClimbing","2021-11-25T00:00:00Z",NA,0
"258",7,2,"82.2","148.9",10.8,"15",0,10.3367,3595,292.6,235.4,6289479754,5,"168",17.8344,3445,"Morning Run","2","Run","2021-11-21T15:26:38Z","38",65
"259",0,1,NA,NA,0,NA,0,0,3600,NA,NA,6285264178,2,NA,0,3600,"Afternoon Activity","0","RockClimbing","2021-11-20T20:30:00Z",NA,0
"260",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6279296508,0,NA,0,7200,"Evening Activity","0","RockClimbing","2021-11-19T01:00:00Z",NA,0
"261",0,1,NA,"94",0,"22",0,0,3145,259.2,255.6,6268316977,1,"138",0,3145,"Strength Training at Summit","0","Workout","2021-11-17T00:01:26Z","6",0
"262",0,1,NA,NA,0,NA,1,0,5400,NA,NA,6263863859,2,NA,0,5400,"Kilter board session","0","RockClimbing","2021-11-16T01:48:10Z",NA,0
"263",6,32,"88.3","156",12.1824,"10",3,21.4867,6350,293,257.2,6257596039,9,"168",17.1252,6350,"Madison Half!!","5","Run","2021-11-14T13:10:19Z","107",149
"264",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6253849581,0,NA,0,7200,"Afternoon Activity","0","RockClimbing","2021-11-13T19:05:00Z",NA,0
"265",0,1,"85","173.2",11.6604,"21",0,5.2704,1627,266.4,256,6251627622,5,"189",24.9732,1627,"Pre race shakeout ","0","Run","2021-11-13T12:48:02Z","56",13
"266",2,2,"84.2","151.7",11.1024,"14",0,4.4351,1448,281,269.4,6245462114,3,"165",20.844,1438,"Hi Ninevah!","0","Run","2021-11-11T23:33:15Z","18",21
"267",0,1,NA,"117.5",17.8092,"24",0,7.5139,1519,289.6,278.2,6241672518,0,"133",26.0388,1519,"Night Ride","0","Ride","2021-11-11T03:13:44Z","4",16
"268",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6243249861,0,NA,0,7200,"Evening Activity","0","RockClimbing","2021-11-11T01:30:00Z",NA,0
"269",0,1,NA,"118.1",17.4348,"22",0,7.4342,1583,278.2,268.8,6241054143,1,"152",25.0164,1535,"Evening Ride","0","Ride","2021-11-11T00:49:55Z","5",13
"270",2,1,NA,"135.8",21.5208,"18",0,11.0412,1902,424.6,368.8,6236592975,1,"158",31.0176,1847,"Evening Ride","0","Ride","2021-11-10T01:06:24Z","10",33
"271",6,1,NA,"120.8",16.6356,"15",0,12.9631,3219,432.6,405.6,6236148751,3,"144",37.2528,2805,"Making caramels with Erin ☺️","4","Ride","2021-11-09T22:10:54Z","8",60
"272",1,1,"83.9","163.3",11.3292,"22",0,8.9356,2862,436.2,414.4,6231014170,5,"185",13.7664,2839,"Afternoon Run","1","Run","2021-11-08T20:50:02Z","65",83
"273",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6208803349,1,NA,0,5400,"Evening Activity","0","RockClimbing","2021-11-03T23:30:00Z",NA,0
"274",1,1,"86.1","158.3",11.1024,"14",0,11.3681,3690,336.8,308.8,6207090870,4,"188",16.7688,3686,"Tempo Intervals","0","Run","2021-11-03T16:47:45Z","70",118
"275",0,1,NA,"83.6",0,"22",0,0,3244,284,284,6204179860,1,"140",0,3244,"Strength Training at Summit","0","Workout","2021-11-02T23:07:31Z","5",0
"276",0,1,"87.2","150.3",10.656,"18",0,5.579,1895,283,276.2,6199502708,1,"167",19.242,1885,"Afternoon Run","0","Run","2021-11-01T22:51:41Z","21",14
"277",6,1,"87.4","156.3",11.61,"16",0,17.7354,5602,315.8,287.4,6187937057,6,"168",20.1132,5499,"Morning Run","1","Run","2021-10-30T13:49:42Z","94",135
"278",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6178767213,1,NA,0,5400,"Morning Activity","0","RockClimbing","2021-10-28T12:00:00Z",NA,0
"279",0,1,"85.2","163.5",11.6784,"18",0,6.6219,2058,330,308.8,6174994227,3,"187",16.9632,2041,"Fartlek","0","Run","2021-10-27T16:48:18Z","49",63
"280",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6167181363,1,NA,0,7200,"Evening Activity","0","RockClimbing","2021-10-25T23:30:00Z",NA,0
"281",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6162301101,0,NA,0,5400,"Afternoon Activity","0","RockClimbing","2021-10-24T20:15:00Z",NA,0
"282",13,1,"88.6","160.6",11.8764,"12",0,16.9982,5192,285,254.2,6160400991,9,"186",28.9656,5152,"Morning Run","4","Run","2021-10-24T13:05:49Z","109",115
"283",0,1,"84.8","157.5",10.89,"20",0,6.7447,2262,255.6,244.2,6154868713,3,"174",14.5368,2230,"Morning Run","0","Run","2021-10-23T13:35:09Z","44",25
"284",0,1,NA,NA,0,NA,0,0,5401,NA,NA,6162301920,0,NA,0,5401,"Evening Activity","0","RockClimbing","2021-10-21T23:30:00Z",NA,0
"285",4,1,"85.8","169.3",11.7396,"23",0,8.75,2883,273.8,266,6143349043,4,"194",18.4032,2683,"Tempo Intervals","1","Run","2021-10-20T22:39:08Z","85",18
"286",0,1,NA,"103",0,"26",0,0,2806,284,284,6139004868,0,"139",0,2806,"Strength Training at Summit","0","Workout","2021-10-19T23:11:00Z","6",0
"287",19,2,"85.7","176.2",11.772,"21",0,12.918,3967,299,272.2,6133706169,12,"191",15.12,3951,"Afternoon Run","12","Run","2021-10-18T22:55:42Z","161",72
"288",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6114757003,0,NA,0,7200,"Evening Activity","0","RockClimbing","2021-10-15T00:00:00Z",NA,0
"289",13,1,"87.5","174.3",11.664,"21",0,13.0975,4095,288,264,6109555694,7,"191",19.44,4043,"Afternoon Run","10","Run","2021-10-13T22:34:28Z","149",71
"290",3,1,"83.5","154.9",11.106,"20",0,8.4586,2751,277.6,264.8,6104638136,2,"186",20.16,2742,"Fartlek","2","Run","2021-10-12T22:20:46Z","53",30
"291",0,1,NA,NA,0,NA,0,0,8100,NA,NA,6095387596,1,NA,0,8100,"MWC Meetup","0","RockClimbing","2021-10-10T23:00:51Z",NA,0
"292",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6095386865,0,NA,0,7200,"Afternoon Activity","0","RockClimbing","2021-10-09T18:30:00Z",NA,0
"293",4,1,"86.4","173",11.0304,"24",0,12.889,4300,277.8,262.6,6087772562,3,"192",15.12,4207,"Morning Run","0","Run","2021-10-09T14:13:31Z","144",43
"294",1,1,"85.5","167.2",11.8764,"23",0,8.086,2467,279.2,266.4,6084084179,1,"191",19.44,2451,"Tempo Intervals","0","Run","2021-10-08T22:23:40Z","68",22
"295",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6080199679,0,NA,0,7200,"Evening Activity","0","RockClimbing","2021-10-08T00:45:00Z",NA,0
"296",0,1,NA,NA,0,NA,0,0,5400,NA,NA,6068711873,0,NA,0,5400,"Climbing w/Cait!","0","RockClimbing","2021-10-05T12:00:00Z",NA,0
"297",4,2,"81.9","156.1",10.6848,"22",1,8.8016,3000,278,265.4,6064892494,4,"181",19.08,2965,"“Easy” Run w/some surprise fartleks","1","Run","2021-10-04T23:52:34Z","50",46
"298",0,1,NA,"130.6",19.9836,"24",0,7.505,1387,302.2,292.6,6060069880,1,"143",28.08,1352,"Afternoon Ride","0","Ride","2021-10-03T22:19:37Z","5",6
"299",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6060423396,2,NA,0,7200,"Last east side climb for the month","0","RockClimbing","2021-10-03T20:00:00Z",NA,0
"300",0,1,NA,"130.7",20.7972,"24",0,7.4005,1316,302,294.2,6059675159,0,"150",27.36,1281,"Afternoon Ride","0","Ride","2021-10-03T19:46:56Z","6",9
"301",1,1,"85.7","177.9",11.1528,"24",0,12.3964,4013,300.2,286.6,6058117521,7,"190",15.48,4002,"Morning Run","0","Run","2021-10-03T13:35:05Z","166",32
"302",0,1,NA,NA,0,NA,0,0,7200,NA,NA,6058216022,1,NA,0,7200,"Ad Rock","0","RockClimbing","2021-10-02T18:00:54Z",NA,0
"303",0,1,NA,NA,0,NA,0,0,3600,NA,NA,6058213319,0,NA,0,3600,"Evening Activity","0","RockClimbing","2021-10-01T00:00:00Z",NA,0
"304",0,1,NA,"133.2",21.3264,"24",0,3.7259,629,277.6,265,6040938828,1,"156",27.72,629,"Night Ride","0","Ride","2021-09-30T03:41:13Z","3",16
"305",0,1,NA,"129",16.9092,"25",0,3.9642,902,282.8,264.8,6040491708,0,"165",24.48,844,"Evening Ride","0","Ride","2021-09-30T00:07:15Z","4",29
"306",0,2,"80","167.8",10.404,"27",0,8.9723,3253,276.6,266.8,6040244578,6,"188",14.04,3105,"Afternoon Run","0","Run","2021-09-29T22:10:01Z","89",19
"307",0,1,"57.4","93.4",4.4856,"27",1,5.1094,4200,2221,2139.8,6030361743,5,"122",7.92,4101,"Taggart Lake","0","Walk","2021-09-27T21:52:17Z","7",98
"308",0,1,"58.2","100.8",4.1832,"20",0,6.2829,5844,2282.8,2090.6,6009151371,2,"126",9.36,5405,"Afternoon Walk","0","Walk","2021-09-23T22:09:23Z","12",78
"309",0,2,"69.8","134.6",5.9508,"20",0,19.2553,12276,2740.4,2212.8,6009150564,5,"180",16.2,11646,"Lunch Run","0","Run","2021-09-23T18:44:18Z","72",562
"310",1,1,"86","176.8",11.9052,"20",0,5.6709,1842,249,236.4,6001012293,3,"190",18.72,1715,"Morning Run","0","Run","2021-09-22T12:16:06Z","70",26
"311",0,1,NA,NA,0,NA,0,0,10800,NA,NA,5992313115,1,NA,0,10800,"Lunch Activity","0","RockClimbing","2021-09-19T17:30:57Z",NA,0
"312",1,1,"24.5","96.7",3.0024,"32",0,2.3209,3329,257.2,256.8,5982140999,3,"110",7.2,2783,"Afternoon Activity","1","StandUpPaddling","2021-09-18T20:18:13Z","5",0
"313",0,1,"83.4","176.9",11.5668,"25",0,6.1462,1984,224.8,208.6,5976794232,1,"192",27.36,1913,"Afternoon Run","0","Run","2021-09-17T22:52:52Z","78",28
"314",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5972694132,1,NA,0,7200,"Evening Activity","0","RockClimbing","2021-09-17T00:00:00Z",NA,0
"315",0,1,NA,"109.5",0,"26",0,0,3338,255.2,247.8,5961738783,1,"158",0,3338,"Strength Training w/Keith","0","Workout","2021-09-14T23:01:52Z","8",0
"316",1,1,NA,"134.9",21.3264,"23",0,7.5593,1276,216,207.2,5951552162,0,"154",26.64,1276,"Evening Ride","0","Ride","2021-09-13T01:11:52Z","6",13
"317",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5951617725,0,NA,0,7200,"MWC Meetup","0","RockClimbing","2021-09-12T23:30:00Z",NA,0
"318",0,1,NA,"139.5",20.0988,"24",0,7.4368,1332,222,212.4,5951262514,0,"159",25.56,1332,"Afternoon Ride","0","Ride","2021-09-12T22:47:44Z","8",10
"319",6,1,NA,"123.2",19.872,"24",0,17.7249,4649,233.6,209.2,5949853157,0,"178",36.36,3211,"Morning Ride","2","Ride","2021-09-12T15:36:03Z","12",65
"320",0,1,NA,NA,0,NA,0,0,18000,NA,NA,5951618633,0,NA,0,18000,"Boulder Bash","0","RockClimbing","2021-09-11T16:30:00Z",NA,0
"321",2,1,NA,"117.4",20.5164,"24",0,4.0974,719,209,188,5929767611,0,"132",33.12,719,"Evening Ride","2","Ride","2021-09-09T01:31:09Z","2",22
"322",0,1,NA,"122.8",22.0752,"24",0,4.9426,862,195,189.2,5929301300,2,"140",30.6,806,"To the MWC Potluck","0","Ride","2021-09-08T22:51:54Z","2",8
"323",1,1,NA,"126.2",20.0916,"24",0,9.3754,1762,219.8,198.4,5924030332,3,"146",32.04,1680,"Bike home from Summit","0","Ride","2021-09-08T00:01:29Z","6",25
"324",0,1,NA,"88",0,"27",0,0,2840,209.6,209.6,5924030263,1,"136",0,2840,"Strength Training w/Keith","0","Workout","2021-09-07T23:07:24Z","4",0
"325",1,1,"82.3","174.4",10.8864,"28",0,9.2464,3107,208,196,5917747602,2,"188",21.24,3058,"Afternoon Run","0","Run","2021-09-06T20:40:17Z","113",22
"326",3,1,NA,"136",20.9916,"27",0,6.4254,1174,208,190.4,5916135607,2,"162",29.52,1102,"Lunch Ride","1","Ride","2021-09-06T16:27:48Z","6",30
"327",3,1,NA,"136.2",19.332,"26",0,5.7618,1073,229,186.4,5916135567,1,"166",28.8,1073,"Morning Ride","1","Ride","2021-09-06T15:35:47Z","6",38
"328",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5916214094,0,NA,0,7200,"Evening Climbs","0","RockClimbing","2021-09-05T20:45:00Z",NA,0
"329",0,2,"25.9","81.5",3.6972,"27",0,2.3664,2394,257,257,5906704793,3,"104",7.2,2305,"Afternoon Activity","0","Kayaking","2021-09-04T22:36:48Z","3",0
"330",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5891315684,1,NA,0,7200,"With Dan!","0","RockClimbing","2021-09-02T00:15:00Z",NA,0
"331",7,1,NA,"138.4",21.1248,"24",0,10.9554,1922,278,225.8,5890721474,2,"172",32.4,1867,"Evening Ride","0","Ride","2021-09-01T23:26:15Z","14",41
"332",0,1,NA,"134.9",20.7756,"27",0,12.1021,2701,276.6,257,5890295939,2,"168",36.72,2097,"To Erin’s house!","0","Ride","2021-09-01T21:07:33Z","14",40
"333",0,1,NA,"138.9",15.8004,"24",0,6.0962,1863,241.4,231.8,5885712275,1,"166",31.68,1389,"Evening Ride","0","Ride","2021-09-01T01:34:09Z","11",9
"334",0,1,NA,NA,0,NA,0,0,5400,NA,NA,5885796687,1,NA,0,5400,"Evening Activity","0","RockClimbing","2021-09-01T00:10:00Z",NA,0
"335",0,1,NA,"124.4",20.0196,"23",0,7.4236,1403,244.4,235.6,5885279559,1,"151",27,1335,"Evening Ride","0","Ride","2021-08-31T23:43:04Z","4",13
"336",0,1,NA,"99.2",0,"30",0,0,3148,249,243.6,5879683966,1,"151",0,3148,"Climbing Fitness w/Patrick","0","Workout","2021-08-30T23:03:37Z","6",0
"337",0,1,NA,NA,0,NA,0,0,6000,NA,NA,5874610131,1,NA,0,6000,"Afternoon Activity","0","RockClimbing","2021-08-29T18:20:00Z",NA,0
"338",1,1,"83.9","180.9",10.3212,"33",0,4.7213,1661,273,269,5868301670,2,"196",15.84,1647,"Party Tri - Run (3/3)","0","Run","2021-08-28T18:19:23Z","79",6
"339",19,1,NA,"154.9",22.1076,"31",0,28.9294,5522,321,270.4,5868301232,6,"184",36.72,4711,"Party Tri - Bike (2/3) ","9","Ride","2021-08-28T16:46:33Z","96",108
"340",0,4,"36.2","119.1",6.8976,"33",0,1.3335,696,257,257,5867685181,4,"156",8.28,696,"Party Tri - Paddle (1/3)","0","Kayaking","2021-08-28T16:28:59Z","2",0
"341",0,1,NA,NA,0,NA,0,0,6000,NA,NA,5859519749,2,NA,0,6000,"Evening Activity","0","RockClimbing","2021-08-27T00:50:00Z",NA,0
"342",0,2,"79.7","167.8",9.792,"28",0,9.7932,3907,383.8,345.4,5842394005,5,"197",34.2,3600,"Evening Run","0","Run","2021-08-23T23:08:32Z","101",139
"343",2,1,"83.4","173.7",11.4228,"27",0,5.701,1802,300.6,292.8,5837310213,4,"193",20.88,1797,"Evening Run","0","Run","2021-08-22T23:02:34Z","64",13
"344",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5837341181,2,NA,0,7200,"Afternoon Activity","0","RockClimbing","2021-08-22T20:00:00Z",NA,0
"345",0,1,"26.2","98.5",4.8204,"32",0,4.6183,3530,257.7,256.9,5836199907,5,"134",6.84,3449,"First paddle with the new yak","0","Kayaking","2021-08-22T16:56:02Z","7",0
"346",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5837340068,2,NA,0,7200,"Evening Activity","0","RockClimbing","2021-08-20T00:00:00Z",NA,0
"347",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5837338703,0,NA,0,7200,"Afternoon Activity","0","RockClimbing","2021-08-18T00:15:00Z",NA,0
"348",11,2,NA,NA,11.0664,NA,0,12.2414,5124,281.5,259,5799549589,6,NA,28.44,3982,"Afternoon Run","1","Run","2021-08-15T21:44:24Z",NA,71.4
"349",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5802219457,0,NA,0,7200,"Afternoon Activity","0","RockClimbing","2021-08-15T19:30:00Z",NA,0
"350",0,1,NA,NA,0,NA,0,0,7200,NA,NA,5773009830,1,NA,0,7200,"Evening Activity","0","RockClimbing","2021-08-11T00:15:00Z",NA,0
"351",2,1,NA,NA,11.7612,NA,0,5.3673,1751,273,258.6,5766811830,6,NA,21.96,1643,"Quick break from packing","0","Run","2021-08-10T01:02:15Z",NA,22.4
"352",0,2,"76.4","150.4",8.298,"31",0,6.5957,3012,203.6,175.4,5755405207,1,"175",12.6,2862,"What a day","0","Run","2021-08-07T20:00:34Z","36",43
"353",0,1,"84.3","177.8",11.2104,"26",0,8.7945,2834,548.4,530.2,5748478416,2,"190",18.72,2824,"Morning Run","0","Run","2021-08-06T13:45:18Z","117",52
"354",0,1,NA,NA,0,NA,0,0,3600,NA,NA,5748518230,0,NA,0,3600,"Evening Activity","0","RockClimbing","2021-08-06T01:00:00Z",NA,0
"355",3,1,NA,"131.2",20.4984,"29",0,10.9036,3609,547.6,526.2,5745189236,5,"180",32.4,1915,"Smol mater, large zuc ","0","Ride","2021-08-05T19:24:17Z","9",69
"356",0,1,NA,"76.4",0,"27",0,0,820,NA,NA,5739276002,2,"109",0,820,"Desk Yoga","0","Yoga","2021-08-04T18:42:10Z","1",0
"357",0,1,NA,"84.7",0,"29",0,0,3162,NA,NA,5735143693,1,"121",0,3162,"Post-Run Yoga","0","Yoga","2021-08-03T23:40:14Z","5",0
"358",2,8,"82.2","172.3",10.4544,"28",0,9.9988,3450,562,533,5734839295,3,"189",14.76,3443,"Madison Trail Runners meetup!","0","Run","2021-08-03T22:35:42Z","119",59
"359",0,1,NA,"146.8",0,"28",0,0,5999,557.8,543.8,5729288543,2,"191",0,5999,"Soccer","0","Workout","2021-08-02T22:35:38Z","75",0
"360",0,1,"80.4","130.7",11.6172,"27",0,0.6518,210,552,546.8,5728878808,0,"140",17.64,202,"Afternoon Run","0","Run","2021-08-02T22:22:10Z","0",2
